"Source","Target","Sig_correlations"
"Heart - Left Ventricle","Brain - Spinal cord (cervical c-1)_secretomics",11
"Heart - Left Ventricle","Brain - Substantia nigra_secretomics",7
"Heart - Left Ventricle","Breast - Mammary Tissue_secretomics",14161
"Heart - Left Ventricle","Cells - Cultured fibroblasts_secretomics",14613
"Heart - Left Ventricle","Cells - EBV-transformed lymphocytes_secretomics",831
"Heart - Left Ventricle","Cervix - Ectocervix_secretomics",0
"Heart - Left Ventricle","Cervix - Endocervix_secretomics",0
"Heart - Left Ventricle","Colon - Sigmoid_secretomics",12230
"Heart - Left Ventricle","Colon - Transverse_secretomics",14477
"Heart - Left Ventricle","Esophagus - Gastroesophageal Junction_secretomics",22235
"Heart - Left Ventricle","Esophagus - Mucosa_secretomics",39771
"Heart - Left Ventricle","Esophagus - Muscularis_secretomics",45546
"Heart - Left Ventricle","Fallopian Tube_secretomics",0
"Heart - Left Ventricle","Heart - Atrial Appendage_secretomics",53570
"Heart - Left Ventricle","Kidney - Cortex_secretomics",417
"Heart - Left Ventricle","Kidney - Medulla_secretomics",0
"Heart - Left Ventricle","Liver_secretomics",12440
"Heart - Left Ventricle","Lung_secretomics",43445
"Heart - Left Ventricle","Minor Salivary Gland_secretomics",611
"Heart - Left Ventricle","Muscle - Skeletal_secretomics",52097
"Heart - Left Ventricle","Nerve - Tibial_secretomics",37860
"Heart - Left Ventricle","Ovary_secretomics",1650
"Heart - Left Ventricle","Pancreas_secretomics",11946
"Heart - Left Ventricle","Pituitary_secretomics",845
"Heart - Left Ventricle","Prostate_secretomics",3183
"Heart - Left Ventricle","Skin - Not Sun Exposed (Suprapubic)_secretomics",38210
"Heart - Left Ventricle","Skin - Sun Exposed (Lower leg)_secretomics",37624
"Heart - Left Ventricle","Small Intestine - Terminal Ileum_secretomics",430
"Heart - Left Ventricle","Spleen_secretomics",3381
"Heart - Left Ventricle","Stomach_secretomics",3048
"Heart - Left Ventricle","Testis_secretomics",39050
"Heart - Left Ventricle","Thyroid_secretomics",48446
"Heart - Left Ventricle","Uterus_secretomics",508
"Heart - Left Ventricle","Vagina_secretomics",391
"Heart - Left Ventricle","Whole Blood_secretomics",66420
"Kidney - Cortex","Adipose - Subcutaneous_secretomics",210
"Kidney - Cortex","Adipose - Visceral (Omentum)_secretomics",94
"Kidney - Cortex","Adrenal Gland_secretomics",45
"Kidney - Cortex","Artery - Aorta_secretomics",126
"Kidney - Cortex","Artery - Coronary_secretomics",8
"Kidney - Cortex","Artery - Tibial_secretomics",150
"Kidney - Cortex","Bladder_secretomics",0
"Kidney - Cortex","Brain - Amygdala_secretomics",3
"Kidney - Cortex","Brain - Anterior cingulate cortex (BA24)_secretomics",5
"Kidney - Cortex","Brain - Caudate (basal ganglia)_secretomics",6
"Kidney - Cortex","Brain - Cerebellar Hemisphere_secretomics",7
"Kidney - Cortex","Brain - Cerebellum_secretomics",17
"Kidney - Cortex","Brain - Cortex_secretomics",18
"Kidney - Cortex","Brain - Frontal Cortex (BA9)_secretomics",8
"Kidney - Cortex","Brain - Hippocampus_secretomics",4
"Kidney - Cortex","Brain - Hypothalamus_secretomics",3
"Kidney - Cortex","Brain - Nucleus accumbens (basal ganglia)_secretomics",7
"Kidney - Cortex","Brain - Putamen (basal ganglia)_secretomics",3
"Kidney - Cortex","Brain - Spinal cord (cervical c-1)_secretomics",3
"Kidney - Cortex","Brain - Substantia nigra_secretomics",3
"Kidney - Cortex","Breast - Mammary Tissue_secretomics",20
"Kidney - Cortex","Cells - Cultured fibroblasts_secretomics",44
"Kidney - Cortex","Cells - EBV-transformed lymphocytes_secretomics",3
"Kidney - Cortex","Cervix - Ectocervix_secretomics",0
"Kidney - Cortex","Cervix - Endocervix_secretomics",0
"Kidney - Cortex","Colon - Sigmoid_secretomics",18
"Kidney - Cortex","Colon - Transverse_secretomics",11
"Kidney - Cortex","Esophagus - Gastroesophageal Junction_secretomics",12
"Kidney - Cortex","Esophagus - Mucosa_secretomics",36
"Kidney - Cortex","Esophagus - Muscularis_secretomics",97
"Kidney - Cortex","Fallopian Tube_secretomics",0
"Kidney - Cortex","Heart - Atrial Appendage_secretomics",65
"Kidney - Cortex","Heart - Left Ventricle_secretomics",238
"Kidney - Cortex","Kidney - Medulla_secretomics",0
"Kidney - Cortex","Liver_secretomics",156
"Kidney - Cortex","Lung_secretomics",114
"Kidney - Cortex","Minor Salivary Gland_secretomics",1
"Kidney - Cortex","Muscle - Skeletal_secretomics",516
"Kidney - Cortex","Nerve - Tibial_secretomics",249
"Kidney - Cortex","Ovary_secretomics",4
"Kidney - Cortex","Pancreas_secretomics",21
"Kidney - Cortex","Pituitary_secretomics",48
"Kidney - Cortex","Prostate_secretomics",17
"Kidney - Cortex","Skin - Not Sun Exposed (Suprapubic)_secretomics",253
"Kidney - Cortex","Skin - Sun Exposed (Lower leg)_secretomics",291
"Kidney - Cortex","Small Intestine - Terminal Ileum_secretomics",1
"Kidney - Cortex","Spleen_secretomics",33
"Kidney - Cortex","Stomach_secretomics",2
"Kidney - Cortex","Testis_secretomics",97
"Kidney - Cortex","Thyroid_secretomics",341
"Kidney - Cortex","Uterus_secretomics",0
"Kidney - Cortex","Vagina_secretomics",0
"Kidney - Cortex","Whole Blood_secretomics",164
"Kidney - Medulla","Adipose - Subcutaneous_secretomics",0
"Kidney - Medulla","Adipose - Visceral (Omentum)_secretomics",0
"Kidney - Medulla","Adrenal Gland_secretomics",0
"Kidney - Medulla","Artery - Aorta_secretomics",0
"Kidney - Medulla","Artery - Coronary_secretomics",0
"Kidney - Medulla","Artery - Tibial_secretomics",0
"Kidney - Medulla","Bladder_secretomics",0
"Kidney - Medulla","Brain - Amygdala_secretomics",0
"Kidney - Medulla","Brain - Anterior cingulate cortex (BA24)_secretomics",0
"Kidney - Medulla","Brain - Caudate (basal ganglia)_secretomics",0
"Kidney - Medulla","Brain - Cerebellar Hemisphere_secretomics",0
"Kidney - Medulla","Brain - Cerebellum_secretomics",0
"Kidney - Medulla","Brain - Cortex_secretomics",0
"Kidney - Medulla","Brain - Frontal Cortex (BA9)_secretomics",0
"Kidney - Medulla","Brain - Hippocampus_secretomics",0
"Kidney - Medulla","Brain - Hypothalamus_secretomics",0
"Kidney - Medulla","Brain - Nucleus accumbens (basal ganglia)_secretomics",0
"Kidney - Medulla","Brain - Putamen (basal ganglia)_secretomics",0
"Kidney - Medulla","Brain - Spinal cord (cervical c-1)_secretomics",0
"Kidney - Medulla","Brain - Substantia nigra_secretomics",0
"Kidney - Medulla","Breast - Mammary Tissue_secretomics",0
"Kidney - Medulla","Cells - Cultured fibroblasts_secretomics",0
"Kidney - Medulla","Cells - EBV-transformed lymphocytes_secretomics",0
"Kidney - Medulla","Cervix - Ectocervix_secretomics",0
"Kidney - Medulla","Cervix - Endocervix_secretomics",0
"Kidney - Medulla","Colon - Sigmoid_secretomics",0
"Kidney - Medulla","Colon - Transverse_secretomics",0
"Kidney - Medulla","Esophagus - Gastroesophageal Junction_secretomics",0
"Kidney - Medulla","Esophagus - Mucosa_secretomics",0
"Kidney - Medulla","Esophagus - Muscularis_secretomics",0
"Kidney - Medulla","Fallopian Tube_secretomics",0
"Kidney - Medulla","Heart - Atrial Appendage_secretomics",0
"Kidney - Medulla","Heart - Left Ventricle_secretomics",0
"Kidney - Medulla","Kidney - Cortex_secretomics",0
"Kidney - Medulla","Liver_secretomics",0
"Kidney - Medulla","Lung_secretomics",0
"Kidney - Medulla","Minor Salivary Gland_secretomics",0
"Kidney - Medulla","Muscle - Skeletal_secretomics",0
"Kidney - Medulla","Nerve - Tibial_secretomics",0
"Kidney - Medulla","Ovary_secretomics",0
"Kidney - Medulla","Pancreas_secretomics",0
"Kidney - Medulla","Pituitary_secretomics",0
"Kidney - Medulla","Prostate_secretomics",0
"Kidney - Medulla","Skin - Not Sun Exposed (Suprapubic)_secretomics",0
"Kidney - Medulla","Skin - Sun Exposed (Lower leg)_secretomics",0
"Kidney - Medulla","Small Intestine - Terminal Ileum_secretomics",0
"Kidney - Medulla","Spleen_secretomics",0
"Kidney - Medulla","Stomach_secretomics",0
"Kidney - Medulla","Testis_secretomics",0
"Kidney - Medulla","Thyroid_secretomics",0
"Kidney - Medulla","Uterus_secretomics",0
"Kidney - Medulla","Vagina_secretomics",0
"Kidney - Medulla","Whole Blood_secretomics",0
"Liver","Adipose - Subcutaneous_secretomics",9878
"Liver","Adipose - Visceral (Omentum)_secretomics",12690
"Liver","Adrenal Gland_secretomics",6705
"Liver","Artery - Aorta_secretomics",7591
"Liver","Artery - Coronary_secretomics",1163
"Liver","Artery - Tibial_secretomics",9593
"Liver","Bladder_secretomics",0
"Liver","Brain - Amygdala_secretomics",13
"Liver","Brain - Anterior cingulate cortex (BA24)_secretomics",46
"Liver","Brain - Caudate (basal ganglia)_secretomics",34
"Liver","Brain - Cerebellar Hemisphere_secretomics",18
"Liver","Brain - Cerebellum_secretomics",300
"Liver","Brain - Cortex_secretomics",63
"Liver","Brain - Frontal Cortex (BA9)_secretomics",21
"Liver","Brain - Hippocampus_secretomics",5
"Liver","Brain - Hypothalamus_secretomics",51
"Liver","Brain - Nucleus accumbens (basal ganglia)_secretomics",29
"Liver","Brain - Putamen (basal ganglia)_secretomics",26
"Liver","Brain - Spinal cord (cervical c-1)_secretomics",31
"Liver","Brain - Substantia nigra_secretomics",22
"Liver","Breast - Mammary Tissue_secretomics",3504
"Liver","Cells - Cultured fibroblasts_secretomics",4271
"Liver","Cells - EBV-transformed lymphocytes_secretomics",52
"Liver","Cervix - Ectocervix_secretomics",0
"Liver","Cervix - Endocervix_secretomics",0
"Liver","Colon - Sigmoid_secretomics",2630
"Liver","Colon - Transverse_secretomics",2553
"Liver","Esophagus - Gastroesophageal Junction_secretomics",6057
"Liver","Esophagus - Mucosa_secretomics",10137
"Liver","Esophagus - Muscularis_secretomics",11670
"Liver","Fallopian Tube_secretomics",0
"Liver","Heart - Atrial Appendage_secretomics",9447
"Liver","Heart - Left Ventricle_secretomics",15501
"Liver","Kidney - Cortex_secretomics",117
"Liver","Kidney - Medulla_secretomics",0
"Liver","Lung_secretomics",15278
"Liver","Minor Salivary Gland_secretomics",71
"Liver","Muscle - Skeletal_secretomics",24592
"Liver","Nerve - Tibial_secretomics",11896
"Liver","Ovary_secretomics",146
"Liver","Pancreas_secretomics",1952
"Liver","Pituitary_secretomics",608
"Liver","Prostate_secretomics",431
"Liver","Skin - Not Sun Exposed (Suprapubic)_secretomics",11819
"Liver","Skin - Sun Exposed (Lower leg)_secretomics",11152
"Liver","Small Intestine - Terminal Ileum_secretomics",29
"Liver","Spleen_secretomics",369
"Liver","Stomach_secretomics",1177
"Liver","Testis_secretomics",9813
"Liver","Thyroid_secretomics",18632
"Liver","Uterus_secretomics",19
"Liver","Vagina_secretomics",50
"Liver","Whole Blood_secretomics",21561
"Lung","Adipose - Subcutaneous_secretomics",36963
"Lung","Adipose - Visceral (Omentum)_secretomics",35629
"Lung","Adrenal Gland_secretomics",13854
"Lung","Artery - Aorta_secretomics",30904
"Lung","Artery - Coronary_secretomics",3859
"Lung","Artery - Tibial_secretomics",29459
"Lung","Bladder_secretomics",0
"Lung","Brain - Amygdala_secretomics",7
"Lung","Brain - Anterior cingulate cortex (BA24)_secretomics",10
"Lung","Brain - Caudate (basal ganglia)_secretomics",36
"Lung","Brain - Cerebellar Hemisphere_secretomics",49
"Lung","Brain - Cerebellum_secretomics",103
"Lung","Brain - Cortex_secretomics",123
"Lung","Brain - Frontal Cortex (BA9)_secretomics",23
"Lung","Brain - Hippocampus_secretomics",15
"Lung","Brain - Hypothalamus_secretomics",14
"Lung","Brain - Nucleus accumbens (basal ganglia)_secretomics",27
"Lung","Brain - Putamen (basal ganglia)_secretomics",20
"Lung","Brain - Spinal cord (cervical c-1)_secretomics",24
"Lung","Brain - Substantia nigra_secretomics",8
"Lung","Breast - Mammary Tissue_secretomics",12906
"Lung","Cells - Cultured fibroblasts_secretomics",15287
"Lung","Cells - EBV-transformed lymphocytes_secretomics",1020
"Lung","Cervix - Ectocervix_secretomics",0
"Lung","Cervix - Endocervix_secretomics",0
"Lung","Colon - Sigmoid_secretomics",9831
"Lung","Colon - Transverse_secretomics",12551
"Lung","Esophagus - Gastroesophageal Junction_secretomics",18177
"Lung","Esophagus - Mucosa_secretomics",37988
"Lung","Esophagus - Muscularis_secretomics",36001
"Lung","Fallopian Tube_secretomics",0
"Lung","Heart - Atrial Appendage_secretomics",26150
"Lung","Heart - Left Ventricle_secretomics",45506
"Lung","Kidney - Cortex_secretomics",109
"Lung","Kidney - Medulla_secretomics",0
"Lung","Liver_secretomics",8354
"Lung","Minor Salivary Gland_secretomics",1020
"Lung","Muscle - Skeletal_secretomics",61133
"Lung","Nerve - Tibial_secretomics",40390
"Lung","Ovary_secretomics",1680
"Lung","Pancreas_secretomics",8359
"Lung","Pituitary_secretomics",257
"Lung","Prostate_secretomics",3308
"Lung","Skin - Not Sun Exposed (Suprapubic)_secretomics",37304
"Lung","Skin - Sun Exposed (Lower leg)_secretomics",35414
"Lung","Small Intestine - Terminal Ileum_secretomics",436
"Lung","Spleen_secretomics",2156
"Lung","Stomach_secretomics",3131
"Lung","Testis_secretomics",32631
"Lung","Thyroid_secretomics",45768
"Lung","Uterus_secretomics",571
"Lung","Vagina_secretomics",298
"Lung","Whole Blood_secretomics",77546
"Minor Salivary Gland","Adipose - Subcutaneous_secretomics",936
"Minor Salivary Gland","Adipose - Visceral (Omentum)_secretomics",1158
"Minor Salivary Gland","Adrenal Gland_secretomics",16
"Minor Salivary Gland","Artery - Aorta_secretomics",86
"Minor Salivary Gland","Artery - Coronary_secretomics",6
"Minor Salivary Gland","Artery - Tibial_secretomics",721
"Minor Salivary Gland","Bladder_secretomics",0
"Minor Salivary Gland","Brain - Amygdala_secretomics",1
"Minor Salivary Gland","Brain - Anterior cingulate cortex (BA24)_secretomics",2
"Minor Salivary Gland","Brain - Caudate (basal ganglia)_secretomics",1
"Minor Salivary Gland","Brain - Cerebellar Hemisphere_secretomics",5
"Minor Salivary Gland","Brain - Cerebellum_secretomics",8
"Minor Salivary Gland","Brain - Cortex_secretomics",4
"Minor Salivary Gland","Brain - Frontal Cortex (BA9)_secretomics",4
"Minor Salivary Gland","Brain - Hippocampus_secretomics",4
"Minor Salivary Gland","Brain - Hypothalamus_secretomics",4
"Minor Salivary Gland","Brain - Nucleus accumbens (basal ganglia)_secretomics",1
"Minor Salivary Gland","Brain - Putamen (basal ganglia)_secretomics",0
"Minor Salivary Gland","Brain - Spinal cord (cervical c-1)_secretomics",1
"Minor Salivary Gland","Brain - Substantia nigra_secretomics",4
"Minor Salivary Gland","Breast - Mammary Tissue_secretomics",220
"Minor Salivary Gland","Cells - Cultured fibroblasts_secretomics",247
"Minor Salivary Gland","Cells - EBV-transformed lymphocytes_secretomics",1
"Minor Salivary Gland","Cervix - Ectocervix_secretomics",0
"Minor Salivary Gland","Cervix - Endocervix_secretomics",0
"Minor Salivary Gland","Colon - Sigmoid_secretomics",94
"Minor Salivary Gland","Colon - Transverse_secretomics",7
"Minor Salivary Gland","Esophagus - Gastroesophageal Junction_secretomics",38
"Minor Salivary Gland","Esophagus - Mucosa_secretomics",230
"Minor Salivary Gland","Esophagus - Muscularis_secretomics",210
"Minor Salivary Gland","Fallopian Tube_secretomics",0
"Minor Salivary Gland","Heart - Atrial Appendage_secretomics",906
"Minor Salivary Gland","Heart - Left Ventricle_secretomics",419
"Minor Salivary Gland","Kidney - Cortex_secretomics",1
"Minor Salivary Gland","Kidney - Medulla_secretomics",0
"Minor Salivary Gland","Liver_secretomics",30
"Minor Salivary Gland","Lung_secretomics",733
"Minor Salivary Gland","Muscle - Skeletal_secretomics",1834
"Minor Salivary Gland","Nerve - Tibial_secretomics",1297
"Minor Salivary Gland","Ovary_secretomics",1
"Minor Salivary Gland","Pancreas_secretomics",33
"Minor Salivary Gland","Pituitary_secretomics",7
"Minor Salivary Gland","Prostate_secretomics",25
"Minor Salivary Gland","Skin - Not Sun Exposed (Suprapubic)_secretomics",1842
"Minor Salivary Gland","Skin - Sun Exposed (Lower leg)_secretomics",840
"Minor Salivary Gland","Small Intestine - Terminal Ileum_secretomics",16
"Minor Salivary Gland","Spleen_secretomics",14
"Minor Salivary Gland","Stomach_secretomics",27
"Minor Salivary Gland","Testis_secretomics",1540
"Minor Salivary Gland","Thyroid_secretomics",1104
"Minor Salivary Gland","Uterus_secretomics",4
"Minor Salivary Gland","Vagina_secretomics",6
"Minor Salivary Gland","Whole Blood_secretomics",2582
"Muscle - Skeletal","Adipose - Subcutaneous_secretomics",71249
"Muscle - Skeletal","Adipose - Visceral (Omentum)_secretomics",50390
"Muscle - Skeletal","Adrenal Gland_secretomics",19973
"Muscle - Skeletal","Artery - Aorta_secretomics",29034
"Muscle - Skeletal","Artery - Coronary_secretomics",5947
"Muscle - Skeletal","Artery - Tibial_secretomics",51700
"Muscle - Skeletal","Bladder_secretomics",10
"Muscle - Skeletal","Brain - Amygdala_secretomics",48
"Muscle - Skeletal","Brain - Anterior cingulate cortex (BA24)_secretomics",276
"Muscle - Skeletal","Brain - Caudate (basal ganglia)_secretomics",858
"Muscle - Skeletal","Brain - Cerebellar Hemisphere_secretomics",1629
"Muscle - Skeletal","Brain - Cerebellum_secretomics",3019
"Muscle - Skeletal","Brain - Cortex_secretomics",3307
"Muscle - Skeletal","Brain - Frontal Cortex (BA9)_secretomics",1471
"Muscle - Skeletal","Brain - Hippocampus_secretomics",107
"Muscle - Skeletal","Brain - Hypothalamus_secretomics",223
"Muscle - Skeletal","Brain - Nucleus accumbens (basal ganglia)_secretomics",725
"Muscle - Skeletal","Brain - Putamen (basal ganglia)_secretomics",426
"Muscle - Skeletal","Brain - Spinal cord (cervical c-1)_secretomics",188
"Muscle - Skeletal","Brain - Substantia nigra_secretomics",75
"Muscle - Skeletal","Breast - Mammary Tissue_secretomics",23548
"Muscle - Skeletal","Cells - Cultured fibroblasts_secretomics",22321
"Muscle - Skeletal","Cells - EBV-transformed lymphocytes_secretomics",930
"Muscle - Skeletal","Cervix - Ectocervix_secretomics",0
"Muscle - Skeletal","Cervix - Endocervix_secretomics",0
"Muscle - Skeletal","Colon - Sigmoid_secretomics",18440
"Muscle - Skeletal","Colon - Transverse_secretomics",16099
"Muscle - Skeletal","Esophagus - Gastroesophageal Junction_secretomics",24064
"Muscle - Skeletal","Esophagus - Mucosa_secretomics",37970
"Muscle - Skeletal","Esophagus - Muscularis_secretomics",43409
"Muscle - Skeletal","Fallopian Tube_secretomics",0
"Muscle - Skeletal","Heart - Atrial Appendage_secretomics",34407
"Muscle - Skeletal","Heart - Left Ventricle_secretomics",48964
"Muscle - Skeletal","Kidney - Cortex_secretomics",595
"Muscle - Skeletal","Kidney - Medulla_secretomics",0
"Muscle - Skeletal","Liver_secretomics",13950
"Muscle - Skeletal","Lung_secretomics",56341
"Muscle - Skeletal","Minor Salivary Gland_secretomics",2425
"Muscle - Skeletal","Nerve - Tibial_secretomics",72976
"Muscle - Skeletal","Ovary_secretomics",4272
"Muscle - Skeletal","Pancreas_secretomics",11117
"Muscle - Skeletal","Pituitary_secretomics",4610
"Muscle - Skeletal","Prostate_secretomics",5909
"Muscle - Skeletal","Skin - Not Sun Exposed (Suprapubic)_secretomics",60163
"Muscle - Skeletal","Skin - Sun Exposed (Lower leg)_secretomics",65956
"Muscle - Skeletal","Small Intestine - Terminal Ileum_secretomics",539
"Muscle - Skeletal","Spleen_secretomics",3729
"Muscle - Skeletal","Stomach_secretomics",4034
"Muscle - Skeletal","Testis_secretomics",39767
"Muscle - Skeletal","Thyroid_secretomics",58318
"Muscle - Skeletal","Uterus_secretomics",1569
"Muscle - Skeletal","Vagina_secretomics",1683
"Muscle - Skeletal","Whole Blood_secretomics",84911
"Nerve - Tibial","Adipose - Subcutaneous_secretomics",51438
"Nerve - Tibial","Adipose - Visceral (Omentum)_secretomics",32449
"Nerve - Tibial","Adrenal Gland_secretomics",7635
"Nerve - Tibial","Artery - Aorta_secretomics",19891
"Nerve - Tibial","Artery - Coronary_secretomics",2878
"Nerve - Tibial","Artery - Tibial_secretomics",47443
"Nerve - Tibial","Bladder_secretomics",0
"Nerve - Tibial","Brain - Amygdala_secretomics",14
"Nerve - Tibial","Brain - Anterior cingulate cortex (BA24)_secretomics",77
"Nerve - Tibial","Brain - Caudate (basal ganglia)_secretomics",93
"Nerve - Tibial","Brain - Cerebellar Hemisphere_secretomics",337
"Nerve - Tibial","Brain - Cerebellum_secretomics",447
"Nerve - Tibial","Brain - Cortex_secretomics",397
"Nerve - Tibial","Brain - Frontal Cortex (BA9)_secretomics",158
"Nerve - Tibial","Brain - Hippocampus_secretomics",16
"Nerve - Tibial","Brain - Hypothalamus_secretomics",55
"Nerve - Tibial","Brain - Nucleus accumbens (basal ganglia)_secretomics",113
"Nerve - Tibial","Brain - Putamen (basal ganglia)_secretomics",86
"Nerve - Tibial","Brain - Spinal cord (cervical c-1)_secretomics",45
"Nerve - Tibial","Brain - Substantia nigra_secretomics",32
"Nerve - Tibial","Breast - Mammary Tissue_secretomics",13989
"Nerve - Tibial","Cells - Cultured fibroblasts_secretomics",13228
"Nerve - Tibial","Cells - EBV-transformed lymphocytes_secretomics",524
"Nerve - Tibial","Cervix - Ectocervix_secretomics",0
"Nerve - Tibial","Cervix - Endocervix_secretomics",0
"Nerve - Tibial","Colon - Sigmoid_secretomics",8674
"Nerve - Tibial","Colon - Transverse_secretomics",6277
"Nerve - Tibial","Esophagus - Gastroesophageal Junction_secretomics",16788
"Nerve - Tibial","Esophagus - Mucosa_secretomics",23375
"Nerve - Tibial","Esophagus - Muscularis_secretomics",27595
"Nerve - Tibial","Fallopian Tube_secretomics",0
"Nerve - Tibial","Heart - Atrial Appendage_secretomics",22670
"Nerve - Tibial","Heart - Left Ventricle_secretomics",29489
"Nerve - Tibial","Kidney - Cortex_secretomics",222
"Nerve - Tibial","Kidney - Medulla_secretomics",0
"Nerve - Tibial","Liver_secretomics",6414
"Nerve - Tibial","Lung_secretomics",30843
"Nerve - Tibial","Minor Salivary Gland_secretomics",973
"Nerve - Tibial","Muscle - Skeletal_secretomics",66422
"Nerve - Tibial","Ovary_secretomics",1599
"Nerve - Tibial","Pancreas_secretomics",5554
"Nerve - Tibial","Pituitary_secretomics",982
"Nerve - Tibial","Prostate_secretomics",2146
"Nerve - Tibial","Skin - Not Sun Exposed (Suprapubic)_secretomics",37053
"Nerve - Tibial","Skin - Sun Exposed (Lower leg)_secretomics",45288
"Nerve - Tibial","Small Intestine - Terminal Ileum_secretomics",324
"Nerve - Tibial","Spleen_secretomics",1650
"Nerve - Tibial","Stomach_secretomics",2364
"Nerve - Tibial","Testis_secretomics",22181
"Nerve - Tibial","Thyroid_secretomics",33924
"Nerve - Tibial","Uterus_secretomics",482
"Nerve - Tibial","Vagina_secretomics",566
"Nerve - Tibial","Whole Blood_secretomics",47046
"Ovary","Adipose - Subcutaneous_secretomics",1044
"Ovary","Adipose - Visceral (Omentum)_secretomics",588
"Ovary","Adrenal Gland_secretomics",114
"Ovary","Artery - Aorta_secretomics",433
"Ovary","Artery - Coronary_secretomics",40
"Ovary","Artery - Tibial_secretomics",386
"Ovary","Bladder_secretomics",0
"Ovary","Brain - Amygdala_secretomics",4
"Ovary","Brain - Anterior cingulate cortex (BA24)_secretomics",2
"Ovary","Brain - Caudate (basal ganglia)_secretomics",7
"Ovary","Brain - Cerebellar Hemisphere_secretomics",1
"Ovary","Brain - Cerebellum_secretomics",4
"Ovary","Brain - Cortex_secretomics",16
"Ovary","Brain - Frontal Cortex (BA9)_secretomics",14
"Ovary","Brain - Hippocampus_secretomics",29
"Ovary","Brain - Hypothalamus_secretomics",3
"Ovary","Brain - Nucleus accumbens (basal ganglia)_secretomics",3
"Ovary","Brain - Putamen (basal ganglia)_secretomics",4
"Ovary","Brain - Spinal cord (cervical c-1)_secretomics",3
"Ovary","Brain - Substantia nigra_secretomics",3
"Ovary","Breast - Mammary Tissue_secretomics",178
"Ovary","Cells - Cultured fibroblasts_secretomics",226
"Ovary","Cells - EBV-transformed lymphocytes_secretomics",12
"Ovary","Cervix - Ectocervix_secretomics",0
"Ovary","Cervix - Endocervix_secretomics",0
"Ovary","Colon - Sigmoid_secretomics",289
"Ovary","Colon - Transverse_secretomics",128
"Ovary","Esophagus - Gastroesophageal Junction_secretomics",270
"Ovary","Esophagus - Mucosa_secretomics",871
"Ovary","Esophagus - Muscularis_secretomics",376
"Ovary","Fallopian Tube_secretomics",0
"Ovary","Heart - Atrial Appendage_secretomics",667
"Ovary","Heart - Left Ventricle_secretomics",607
"Ovary","Kidney - Cortex_secretomics",4
"Ovary","Kidney - Medulla_secretomics",0
"Ovary","Liver_secretomics",85
"Ovary","Lung_secretomics",435
"Ovary","Minor Salivary Gland_secretomics",13
"Ovary","Muscle - Skeletal_secretomics",1795
"Ovary","Nerve - Tibial_secretomics",774
"Ovary","Pancreas_secretomics",204
"Ovary","Pituitary_secretomics",6
"Ovary","Prostate_secretomics",0
"Ovary","Skin - Not Sun Exposed (Suprapubic)_secretomics",1270
"Ovary","Skin - Sun Exposed (Lower leg)_secretomics",1023
"Ovary","Small Intestine - Terminal Ileum_secretomics",26
"Ovary","Spleen_secretomics",77
"Ovary","Stomach_secretomics",48
"Ovary","Testis_secretomics",0
"Ovary","Thyroid_secretomics",1258
"Ovary","Uterus_secretomics",501
"Ovary","Vagina_secretomics",377
"Ovary","Whole Blood_secretomics",1706
"Pancreas","Adipose - Subcutaneous_secretomics",5100
"Pancreas","Adipose - Visceral (Omentum)_secretomics",5627
"Pancreas","Adrenal Gland_secretomics",2692
"Pancreas","Artery - Aorta_secretomics",4756
"Pancreas","Artery - Coronary_secretomics",347
"Pancreas","Artery - Tibial_secretomics",4087
"Pancreas","Bladder_secretomics",0
"Pancreas","Brain - Amygdala_secretomics",0
"Pancreas","Brain - Anterior cingulate cortex (BA24)_secretomics",2
"Pancreas","Brain - Caudate (basal ganglia)_secretomics",0
"Pancreas","Brain - Cerebellar Hemisphere_secretomics",2
"Pancreas","Brain - Cerebellum_secretomics",6
"Pancreas","Brain - Cortex_secretomics",6
"Pancreas","Brain - Frontal Cortex (BA9)_secretomics",0
"Pancreas","Brain - Hippocampus_secretomics",3
"Pancreas","Brain - Hypothalamus_secretomics",2
"Pancreas","Brain - Nucleus accumbens (basal ganglia)_secretomics",5
"Pancreas","Brain - Putamen (basal ganglia)_secretomics",1
"Pancreas","Brain - Spinal cord (cervical c-1)_secretomics",1
"Pancreas","Brain - Substantia nigra_secretomics",1
"Pancreas","Breast - Mammary Tissue_secretomics",1313
"Pancreas","Cells - Cultured fibroblasts_secretomics",841
"Pancreas","Cells - EBV-transformed lymphocytes_secretomics",2
"Pancreas","Cervix - Ectocervix_secretomics",0
"Pancreas","Cervix - Endocervix_secretomics",0
"Pancreas","Colon - Sigmoid_secretomics",1243
"Pancreas","Colon - Transverse_secretomics",2109
"Pancreas","Esophagus - Gastroesophageal Junction_secretomics",3118
"Pancreas","Esophagus - Mucosa_secretomics",6357
"Pancreas","Esophagus - Muscularis_secretomics",7824
"Pancreas","Fallopian Tube_secretomics",0
"Pancreas","Heart - Atrial Appendage_secretomics",4300
"Pancreas","Heart - Left Ventricle_secretomics",9239
"Pancreas","Kidney - Cortex_secretomics",4
"Pancreas","Kidney - Medulla_secretomics",0
"Pancreas","Liver_secretomics",1624
"Pancreas","Lung_secretomics",6171
"Pancreas","Minor Salivary Gland_secretomics",16
"Pancreas","Muscle - Skeletal_secretomics",8481
"Pancreas","Nerve - Tibial_secretomics",6549
"Pancreas","Ovary_secretomics",323
"Pancreas","Pituitary_secretomics",13
"Pancreas","Prostate_secretomics",313
